"","x"
"225",-19.8825
"226",-9.864625
"227",-14.3002
"228",-15.6975
"229",0.027
"230",-16.781
"231",-10.311
"232",-3.20285714285714
"233",-9.418
"234",-31.978
"235",-6.709
"236",-40.426
"237",-19.0227058823529
"238",-17.166
"239",-12.916
"240",-1.393
"241",-24.6615
"242",10.9639411764706
"243",7.8165
"244",12.281
"245",2.7245
"246",26.2233333333333
"247",7.21266666666667
"248",0.605
"249",2.639625
"250",-19.368
"251",-10.5264285714286
"252",-27.9413333333333
"253",-7.57546666666667
"254",-22.3452
"255",-1.5186
"256",-7.67026666666667
"257",17.857
"258",4.49407142857143
"259",32.292
"260",4.734
"261",4.734
"262",8.44878571428571
"263",14.335
"264",-1.105
"265",-23.6785
"266",-15.972
"267",-16.383
"268",-10.227
"269",-26.9815
"270",-31.239
"271",-33.66
"272",-14.4746842105263
"273",3.05573684210526
"274",11.0731052631579
"275",-15.8695
"276",-2.30166666666667
"277",-24.658
"278",20
"279",28.571
"280",31.579
"281",-13.333
"282",-12.653
"283",7.345
"284",-10.3027
"285",-7.042
"286",-21.829
"287",-16.1449047619048
"288",2.82442857142857
"289",49.353
"290",-8.0885
"291",11.1540476190476
"292",-6.1525
"293",0.971
"294",-27.6835
"295",-6.86666666666667
"296",-25.483
"297",-25.7890555555556
"298",-9.17978571428571
"299",19.8803333333333
"300",9.878
"301",0.906833333333333
"302",51.009
"303",-37.001
"304",18.908
"305",57.7656
"306",16.1711111111111
"307",1.1745
"308",13.303
"309",20.9275
"310",46.561
"311",-31.527
"312",-10.27925
"313",-21.77445
"314",-6.8335
"315",-23.342
"316",-7.559
"317",-8.19528571428572
"318",8.07585
"319",1.64125
"320",-23.477
"321",-15.4198
"322",9.7316
"323",9.74933333333333
"324",-22.87
"325",2.81538461538462
"326",-12.34
"327",-30.928
"328",-19.096
"329",-34.5316
"330",-19.5135
"331",-16.901
"332",-47.917
"333",-32.159
"334",-18.11
"335",-21.6274
"336",-32.807
"337",4.50283333333333
"338",6.99245
"339",3.13805
"340",-3.922
"341",-2
"342",-18.2118
"343",15.068
"344",-20.568
"345",-13.802
"346",-7.24533333333333
"347",-14.1392
"348",-11.7836
"349",-8.897
"350",20.886
"351",9.4574
"352",4.245
"353",8.1385
"354",4.714
"355",4.6938
"356",8.163
"357",-10.05488
"358",13.53708
"359",-28.058
"360",-42.116
"361",52.459
"362",-18.401
"363",-30.2488695652174
"364",-4.48521739130435
"365",3.79138888888889
"366",40.449
"367",10.787
"368",18.9928
"369",-5.43925
"370",1.13636363636364
"371",-27.3088
"372",-11.8739642857143
"373",1.3195
"374",4.33
"375",8.482
"376",24.1853214285714
"377",25.6686666666667
"378",22.975
"379",-9.422
"380",22.8016428571429
"381",-26.316
"382",-2.04866666666667
"383",-23.55225
"384",-24.3506666666667
"385",36.6854285714286
"386",12.1305
"387",-14.732
"388",7.01308333333333
"389",-8.10766666666667
"390",-15.91125
"391",-35.345
"392",-19.3885384615385
"393",-31.646
"394",-34.94
"395",-29.1413157894737
"396",-30.4961578947368
"397",-20.5760833333333
"398",-14.0705
"399",-9.201
"400",-26.087
"401",15.436
"402",-25.3530625
"403",-4.83089473684211
"404",0.6866
"405",-31.707
"406",4
"407",-22.7282857142857
"408",15
"409",13.018
"410",-25.5586666666667
"411",-28.846
"412",-19.118
"413",14.552
"414",-13.981
"415",-4.348
"416",-42.708
"417",-17.021
"418",0
"419",-28.0107142857143
"420",-40.351
"421",-26.982
"422",3.9365
"423",-51.905
"424",-39.9065454545455
"425",-9.9182
"426",-21.4522857142857
"427",-34.6955
"428",5.53183333333333
"429",1.538
"430",-1.082
"431",3.4022
"432",11.111
"433",-17.987875
"434",4.167
"435",-2.288
"436",1.2
"437",13.095
"438",17.647
"439",4.19266666666667
"440",23.529
"441",2.564
"442",12.24075
"443",60
"444",34.615
"445",12.818
"446",0.358666666666667
"447",-1.617
"448",-10.577
"449",-34.018
"450",46.7622666666667
"451",50.406
"452",23.3455
"453",22.7468888888889
"454",68.966
"455",47.14275
"456",61.538
"457",50
"458",48.093
"459",-3.182
"460",0
"461",51.111
"462",28.1988
"463",12.5035
"464",30.68025
"465",46.154
"466",39.8496666666667
"467",52.393
"468",44.1336666666667
"469",-30.769
"470",7.241
"471",-22.1333333333333
"472",-5.5
"473",-32.5765
"474",-9.32273333333333
"475",-13.6
"476",-8.7815
"477",7.983
"478",-33.835
"479",-35.385
"480",44.6
"481",2.14
"482",5.054
"483",6.00225
"484",3.175
"485",26.488
"486",-1.463
"487",-2.9522
"488",-28.378
"489",-7.8
"490",4.82375
"491",28.9
"492",30.4123333333333
"493",7.383
"494",1.7672
"495",-6.3136
"496",0.812
"497",10.274
"498",42.321
"499",41.0123333333333
"500",8.906
"501",16.1725
"502",9.43975
"503",-1.774
"504",8.502
"505",-8.824
"506",4.8555
"507",-0.481
"508",-1.449
"509",8.2455
"510",16.8
"511",-0.652
"512",46.341
"513",13.6706666666667
"514",-2.9165
"515",2.564
"516",1.122
"517",36.842
"518",9.728
"519",-0.901
"520",2.344
"521",10.5915
"522",-32.759
"523",0.462
"524",-34.483
"525",28.571
"526",31.429
"527",-19.672
"528",-9.091
"529",-2.941
"530",4.673
"531",6.098
"532",46.897
"533",16.194
"534",-2.614
"535",-13.07
"536",0
"537",5.747
"538",-14.2331666666667
"539",7.547
"540",-2.174
"541",-11.6043333333333
"542",-2.857
"543",-10.249
"544",-2.139
"545",1.639
"546",7.4812
"547",8.61475
"548",4.07
"549",9.39828571428571
"550",12.36675
"551",-11.765
"552",10.58075
"553",4.87766666666667
"554",-24.242
"555",14.91
"556",-6.589
"557",20.884
"558",24.49
"559",27.464
"560",-3.58133333333333
"561",-6.5572
"562",-0.392
"563",21.918
"564",26.147
"565",-1.579
"566",20.0926666666667
"567",16.1396666666667
"568",1.48175
"569",11.674
"570",47.42
"571",-6.107
"572",8.333
"573",-4.223
"574",12.258
"575",1.515
"576",8.784
"577",-1.422
"578",13.202
"579",-9.6675
"580",3.52177777777778
"581",13.514
"582",-11.613
"583",-12.5383333333333
"584",-25.689
"585",-5.563
"586",-32.218
"587",9.091
"588",-4.273
"589",-1.639
"590",5.172
"591",-1.07933333333333
"592",-11.013
"593",-11.458
"594",-7.00575
"595",-5.221
"596",-48.444
"597",14.2465
"598",14.3465
"599",10.87
"600",3.756
"601",-8.696
"602",32.955
"603",2.589
"604",8.364375
"605",-2.5742
"606",25.00925
"607",1.7354
"608",3.629
"609",-6.74733333333333
"610",8.108
"611",4.54033333333333
"612",-7.934
"613",0
"614",3.333
"615",7.563
"616",-24.405
"617",0.454
"618",-41.012
"619",16.393
"620",-16.8196666666667
"621",-21.32475
"622",12.874
"623",-11.403875
"624",14.371
"625",17.6465
"626",21.016
"627",22.051
"628",2
"629",6.726
"630",-11.8065
"631",37.179
"632",4.329
"633",-6.36385714285714
"634",8.287
"635",20.754
"636",-3.13233333333333
"637",-22.658
"638",8.54875
"639",5.498
"640",-21.359
"641",3.5355
"642",8.3775
"643",0.83
"644",-21.083
"645",-10.1625
"646",31.818
"647",-12.147
"648",-7.674
"649",-10.3546666666667
"650",0.347
"651",5.99366666666667
"652",-7.327
"653",5.765
"654",4.1535
"655",-1.30466666666667
"656",9.202
"657",16.215
"658",14.488
"659",44
"660",6.2955
"661",5.742
"662",12.809
"663",-12.658
"664",62.5
"665",-13.861
"666",-24.359
"667",1.563
"668",-19.018
"669",2.658
"670",9.756
"671",14.085
"672",8.861
"673",5.435
"674",-12.7125
"675",20.27
"676",-14.634
"677",24.641
"678",20.732
"679",25.581
"680",3.509
"681",-5.882
"682",4.586
"683",8.974
"684",22.581
"685",14.113
"686",2.084
"687",-5.593
"688",41.111
"689",7.975
"690",-15.942
"691",3.416
"692",-4.548
"693",24.242
"694",-20.37
"695",14.01
"696",15.1885
"697",5.063
"698",25
"699",6.818
"700",64.516
"701",4.6172
"702",-0.637
"703",19.96
"704",3.333
"705",8.511
"706",-4.061
"707",-39.2
"708",-20.8
"709",-35.1
"710",-33
"711",-23.6
"712",-2.6
"713",-19.3
"714",-18.4
"715",-0.9
"716",-13.433
"717",-20.4
"718",7.3
"719",-18.9
"720",-19.4
"721",-21
"722",6.22366666666667
"723",-15.2945
"724",-5.42442857142857
"725",-6.496
"726",-18.677
"727",0.607
"728",4.5
"729",8.7566
"730",8.1785
"731",5.0924
"732",4.383
"733",19.458
"734",22.819
"735",3.502
"736",12.017
"737",1.724
"738",1.33066666666667
"739",8.955
"740",33.333
"741",0.945333333333333
"742",23.5143333333333
"743",-0.5712
"744",20.455
"745",-39.535
"746",-1.932
"747",-16.949
"748",12.766
"749",11.78625
"750",-26.316
"751",20.904
"752",-18.606
"753",-10.2105
"754",-8.209
"755",4.321
"756",19.767
"757",5.769
"758",4.762
"759",9.78733333333333
"760",12.766
"761",-1.587
"762",6
"763",19.88
"764",6.7445
"765",13.333
"766",5.60466666666667
"767",5.242
"768",26
"769",25
"770",2.941
"771",-14.286
"772",-2.807
"773",-3.323
"774",14.274
"775",-6.5585
"776",-9.069
"777",-5.379
"778",-0.0763333333333334
"779",36.508
"780",5.702
"781",5.196
"782",-5.168
"783",3.0835
"784",5.8185
"785",8.99766666666667
"786",6.1195
"787",19.355
"788",17.701
"789",17.2776666666667
"790",17.113
"791",11.45
"792",37.956
"793",-5.507
"794",-10.859
"795",0.989666666666667
"796",-5.525
"797",-17.691
"798",-9.264625
"799",-0.142
"800",-11.888
"801",6.69575
"802",-13.858
"803",-3.247
"804",0.531
"805",-11
"806",-2.4048
"807",10.469
"808",-23.142
"809",11.765
"810",-11.967
"811",-8.464
"812",-0.134857142857143
"813",-7.928
"814",-17.019
"815",-26.154
"816",-31.448
"817",-1.71625
"818",-2.6915
"819",21.9093333333333
"820",11.864
"821",25.083
"822",8.571
"823",3.452
"824",-10.455
"825",-17.969
"826",8.911
"827",-7.359
"828",-1.361
"829",-5
"830",4.71133333333333
"831",0.650333333333334
"832",-7.692
"833",0.988333333333333
"834",-4.895
"835",-0.952
"836",1.684
"837",-2.52866666666667
"838",-2.619
"839",-8.664
"840",-2.00814285714286
"841",-1.382
"842",-13.333
"843",-0.647399999999999
"844",-1.269
"845",-3.614
"846",-6.94166666666667
"847",6.977
"848",0
"849",-1.064
"850",19.807
"851",21.7855
"852",19.355
"853",-10.2255
"854",0.807
"855",3.214
"856",13.58275
"857",33.503
"858",5.727
"859",18.75
"860",-0.9275
"861",28.846
"862",7.874
"863",7.292
"864",8.197
"865",7.583
"866",-0.329
"867",-1.239
"868",-14.194
"869",-4.31
"870",-26.016
"871",3.292
"872",-14.4495
"873",14.8825
"874",17.188
"875",18.227
"876",51.961
"877",24.242
"878",-1.99
"879",-1.99525
"880",7.588
"881",6.122
"882",12.903
"883",0
"884",26.126
"885",27.273
"886",38.889
"887",17.021
"888",8.117
"889",-11.5905
"890",12.6315
"891",42.105
"892",-6.78
"893",14.833
"894",12.727
"895",11.6811428571429
"896",6.486
"897",0.763
"898",-2.81928571428571
"899",-28.85
"900",-12.91
"901",19.221
"902",5.5
"903",-18.681
"904",-13.699
"905",0
"906",1.77266666666667
"907",-6.25
"908",-9.72475
"909",-30.189
"910",-12.731
"911",-10.482
"912",26.667
"913",8.70675
"914",-25.047
"915",0
"916",10
"917",1.754
"918",5.877
"919",4.95
"920",-1.005
"921",4.00866666666667
"922",2.91375
"923",-15.909
"924",14.754
"925",5.258
"926",-8.491
"927",-3.071875
"928",-20.741
"929",6.22966666666667
"930",-10.294
"931",5.5735
"932",8.065
"933",7.692
"934",-14.879
"935",12.409
"936",-7.692
"937",6.8325
"938",11.092
"939",21.818
"940",40.6895
"941",21.649
"942",4.218
"943",-1.014
"944",30
"945",25.6715
"946",47.17
"947",-22.727
"948",15.7526
"949",18.391
"950",17.143
"951",-16.9195
"952",-0.549666666666667
"953",27.226
"954",9.259
"955",-12.476
"956",-5.556
"957",-3.279
"958",-17.417
"959",20
"960",13.095
"961",20.522
"962",-3.774
"963",-5.333
"964",-19.1815
"965",-1.538
"966",-4.908
"967",3.207
"968",2.1275
"969",6.417
"970",-6.42
"971",26.0985
"972",-10.833
"973",3.23033333333333
"974",1.21
"975",4.234
"976",9.32
"977",-20.548
"978",-7.7755
"979",4.14
"980",31.5626666666667
"981",19.8947142857143
"982",6.31675
"983",-6.849
"984",24.7565
"985",-0.407
"986",8.482
"987",-3.568
"988",-6.81666666666667
"989",5.5555
"990",-3.03
"991",0
"992",-17.647
"993",-12.057
"994",-7.922
"995",-11.321
"996",-7.143
"997",-12.299
"998",2.398
"999",-6.393
"1000",-11.0708
"1001",18.584
"1002",-7.027
"1003",11.864
"1004",28.063
"1005",13.551875
"1006",5.191
"1007",9.62775
"1008",34.728
"1009",9.666
"1010",0.863
"1011",13.080875
"1012",6.41533333333333
"1013",-2.155
"1014",8.989
"1015",2.108
"1016",-11.8585
"1017",-1.72016666666667
"1018",-12.195
"1019",3.03
"1020",2.29066666666667
"1021",-15.682
"1022",6.897
"1023",6.897
"1024",-10.99975
"1025",-13.9245
"1026",-6.06266666666667
"1027",-1.67133333333333
"1028",14.029
"1029",12.4065714285714
"1030",-33.146
"1031",-11.4475
"1032",0
"1033",-0.545
"1034",0.988714285714285
"1035",-1.301
"1036",7.32333333333333
"1037",90.909
"1038",-11.8772
"1039",11.475
"1040",-8.66
"1041",-15.455
"1042",-5.2326
"1043",-2.0375
"1044",-4
"1045",-2
"1046",-12.821
"1047",-5.603
"1048",11.917
"1049",37.879
"1050",0
"1051",-11.429
"1052",-10.448
"1053",1.69
"1054",10.345
"1055",-9.402
"1056",9.341
"1057",5.232
"1058",10.435
"1059",10.236
"1060",25.49
"1061",2.24666666666667
"1062",2.903
"1063",17.222
"1064",14.01
"1065",29.867
"1066",2.273
"1067",-22.414
"1068",15.094
"1069",1.875
"1070",-45.77
"1071",-42.9
"1072",-37.432
"1073",-24.01
"1074",-14.97
"1075",-18.24
"1076",-13.125
"1077",-30.7065
"1078",-42.508
"1079",-35.328
"1080",-4.78
"1081",-4.31
"1082",-5.44
"1083",-18.914
"1084",-2.44333333333333
"1085",-22.0635
"1086",-15.236
"1087",-15.7863333333333
"1088",-30.189
"1089",-20.016
"1090",-27.62
"1091",-5.7074
"1092",-41.281
"1093",-41.304
"1094",-40.449
"1095",0
"1096",-6.99342105263158
"1097",-28.1383333333333
"1098",12.221
"1099",-26.5915
"1100",-23.4958571428571
"1101",-19.6505
"1102",-15.021
"1103",-35.849
"1104",-9.83325
"1105",-19.613
"1106",-16.47975
"1107",-2.15329166666667
"1108",10.417
"1109",-27.799
"1110",-21.0504
"1111",4.4585
"1112",-11.878
"1113",-22.193
"1114",7.316
